X,ROI_Pair,Network_Pair,Network_Pair_Index,Reproducibility_rfMRI
52553,Pair_227_325,Network_3_7,28,0.611245767
52554,Pair_228_325,Network_2_7,18,0.621648708
52555,Pair_229_325,Network_2_7,18,0.650635249
52556,Pair_230_325,Network_5_7,45,0.566109615
52557,Pair_231_325,Network_3_7,28,0.368917097
52558,Pair_232_325,Network_3_7,28,0.458228155
52559,Pair_233_325,Network_3_7,28,0.307181597
52560,Pair_234_325,Network_3_7,28,0.408733124
52561,Pair_235_325,Network_3_7,28,0.359789221
52562,Pair_236_325,Network_3_7,28,0.458162863
52563,Pair_237_325,Network_4_7,37,0.301036167
52564,Pair_238_325,Network_7_7,58,0.293031823
52565,Pair_239_325,Network_4_7,37,0.447606511
52566,Pair_240_325,Network_4_7,37,0.481260302
52567,Pair_241_325,Network_9_7,60,0.319159415
52568,Pair_242_325,Network_7_7,58,0.489130729
52569,Pair_243_325,Network_7_7,58,0.53024809
52570,Pair_244_325,Network_9_7,60,0.396139026
52571,Pair_245_325,Network_9_7,60,0.415111891
52572,Pair_246_325,Network_9_7,60,0.441855122
52573,Pair_247_325,Network_9_7,60,0.639535305
52574,Pair_248_325,Network_9_7,60,0.596791678
52575,Pair_249_325,Network_9_7,60,0.493346819
52576,Pair_250_325,Network_9_7,60,0.505701194
52577,Pair_251_325,Network_9_7,60,0.523250501
52578,Pair_252_325,Network_9_7,60,0.532530209
52579,Pair_253_325,Network_7_7,58,0.647897932
52580,Pair_254_325,Network_7_7,58,0.563629002
52581,Pair_255_325,Network_6_7,52,0.530613541
52582,Pair_256_325,Network_9_7,60,0.491955218
52583,Pair_257_325,Network_7_7,58,0.539291191
52584,Pair_258_325,Network_4_7,37,0.576416561
52585,Pair_259_325,Network_6_7,52,0.686128597
52586,Pair_260_325,Network_7_7,58,0.710594004
52587,Pair_261_325,Network_7_7,58,0.704927256
52588,Pair_262_325,Network_4_7,37,0.631077815
52589,Pair_263_325,Network_7_7,58,0.608817739
52590,Pair_264_325,Network_4_7,37,0.592877792
52591,Pair_265_325,Network_7_7,58,0.60477515
52592,Pair_266_325,Network_4_7,37,0.477870114
52593,Pair_267_325,Network_9_7,60,0.579666021
52594,Pair_268_325,Network_9_7,60,0.463688404
52595,Pair_269_325,Network_7_7,58,0.542995684
52596,Pair_270_325,Network_9_7,60,0.506136974
52597,Pair_271_325,Network_7_7,58,0.516259539
52598,Pair_272_325,Network_7_7,58,0.429651879
52599,Pair_273_325,Network_7_7,58,0.455294045
52600,Pair_274_325,Network_9_7,60,0.360346612
52601,Pair_275_325,Network_5_7,45,0.667849301
52602,Pair_276_325,Network_5_7,45,0.6207771
52603,Pair_277_325,Network_7_7,58,0.660375902
52604,Pair_278_325,Network_7_7,58,0.632886581
52605,Pair_279_325,Network_4_7,37,0.340141449
52606,Pair_280_325,Network_3_7,28,0.36129852
52607,Pair_281_325,Network_3_7,28,0.337061267
52608,Pair_282_325,Network_3_7,28,0.259208682
52609,Pair_283_325,Network_8_7,59,0.239530013
52610,Pair_284_325,Network_3_7,28,0.284572489
52611,Pair_285_325,Network_4_7,37,0.341427062
52612,Pair_286_325,Network_4_7,37,0.298718628
52613,Pair_287_325,Network_8_7,59,0.217944802
52614,Pair_288_325,Network_4_7,37,0.376622254
52615,Pair_289_325,Network_4_7,37,0.346464854
52616,Pair_290_325,Network_12_7,63,0.312840829
52617,Pair_291_325,Network_7_7,58,0.359377405
52618,Pair_292_325,Network_12_7,63,0.227109014
52619,Pair_293_325,Network_4_7,37,0.359899866
52620,Pair_294_325,Network_4_7,37,0.338592854
52621,Pair_295_325,Network_3_7,28,0.268197486
52622,Pair_296_325,Network_5_7,45,0.578337175
52623,Pair_297_325,Network_5_7,45,0.608204248
52624,Pair_298_325,Network_9_7,60,0.317431315
52625,Pair_299_325,Network_9_7,60,0.289991392
52626,Pair_300_325,Network_9_7,60,0.221914288
52627,Pair_301_325,Network_1_7,7,0.356864996
52628,Pair_302_325,Network_11_7,62,0.378293991
52629,Pair_303_325,Network_6_7,52,0.312222892
52630,Pair_304_325,Network_8_7,59,0.272041212
52631,Pair_305_325,Network_6_7,52,0.438127507
52632,Pair_306_325,Network_9_7,60,0.355703483
52633,Pair_307_325,Network_5_7,45,0.305430761
52634,Pair_308_325,Network_9_7,60,0.399665893
52635,Pair_309_325,Network_6_7,52,0.36923455
52636,Pair_310_325,Network_9_7,60,0.585863404
52637,Pair_311_325,Network_9_7,60,0.336775909
52638,Pair_312_325,Network_9_7,60,0.492616417
52639,Pair_313_325,Network_7_7,58,0.682015786
52640,Pair_314_325,Network_9_7,60,0.492602423
52641,Pair_315_325,Network_11_7,62,0.427692557
52642,Pair_316_325,Network_5_7,45,0.536964551
52643,Pair_317_325,Network_5_7,45,0.645715068
52644,Pair_318_325,Network_2_7,18,0.553873223
52645,Pair_319_325,Network_6_7,52,0.484811659
52646,Pair_320_325,Network_10_7,61,0.53157572
52647,Pair_321_325,Network_10_7,61,0.474490963
52648,Pair_322_325,Network_1_7,7,0.500070481
52649,Pair_323_325,Network_5_7,45,0.553286598
52650,Pair_324_325,Network_7_7,58,0.537620981
52651,Pair_1_326,Network_1_5,5,0.325841435
52652,Pair_2_326,Network_2_5,16,0.506282473
52653,Pair_3_326,Network_2_5,16,0.409410653
52654,Pair_4_326,Network_2_5,16,0.419944199
52655,Pair_5_326,Network_2_5,16,0.465718005
52656,Pair_6_326,Network_2_5,16,0.47270938
52657,Pair_7_326,Network_2_5,16,0.459013708
52658,Pair_8_326,Network_3_5,26,0.303173056
52659,Pair_9_326,Network_3_5,26,0.3124572
52660,Pair_10_326,Network_4_5,35,0.482514935
52661,Pair_11_326,Network_5_5,43,0.561021955
52662,Pair_12_326,Network_6_5,44,0.445735432
52663,Pair_13_326,Network_2_5,16,0.514149461
52664,Pair_14_326,Network_7_5,45,0.359405638
52665,Pair_15_326,Network_7_5,45,0.469233511
52666,Pair_16_326,Network_2_5,16,0.542714181
52667,Pair_17_326,Network_2_5,16,0.551193953
52668,Pair_18_326,Network_2_5,16,0.428234763
52669,Pair_19_326,Network_2_5,16,0.552772115
52670,Pair_20_326,Network_2_5,16,0.472102281
52671,Pair_21_326,Network_2_5,16,0.49130592
52672,Pair_22_326,Network_2_5,16,0.446013622
52673,Pair_23_326,Network_2_5,16,0.491402294
52674,Pair_24_326,Network_8_5,46,0.30831615
52675,Pair_25_326,Network_6_5,44,0.333517762
52676,Pair_26_326,Network_6_5,44,0.296413643
52677,Pair_27_326,Network_10_5,48,0.462051001
52678,Pair_28_326,Network_6_5,44,0.34383748
52679,Pair_29_326,Network_7_5,45,0.502526026
52680,Pair_30_326,Network_9_5,47,0.351361579
52681,Pair_31_326,Network_9_5,47,0.394925067
52682,Pair_32_326,Network_9_5,47,0.267842556
52683,Pair_33_326,Network_9_5,47,0.275137353
52684,Pair_34_326,Network_9_5,47,0.264026315
52685,Pair_35_326,Network_9_5,47,0.270859499
52686,Pair_36_326,Network_3_5,26,0.323504862
52687,Pair_37_326,Network_4_5,35,0.375178369
52688,Pair_38_326,Network_4_5,35,0.320786602
52689,Pair_39_326,Network_3_5,26,0.386397074
52690,Pair_40_326,Network_3_5,26,0.281999206
52691,Pair_41_326,Network_3_5,26,0.230708511
52692,Pair_42_326,Network_3_5,26,0.42749359
52693,Pair_43_326,Network_4_5,35,0.246826492
52694,Pair_44_326,Network_4_5,35,0.351095617
52695,Pair_45_326,Network_4_5,35,0.454537485
52696,Pair_46_326,Network_5_5,43,0.575077822
52697,Pair_47_326,Network_3_5,26,0.513815968
52698,Pair_48_326,Network_2_5,16,0.572566913
52699,Pair_49_326,Network_2_5,16,0.481152667
52700,Pair_50_326,Network_5_5,43,0.626098484
52701,Pair_51_326,Network_3_5,26,0.300568452
52702,Pair_52_326,Network_3_5,26,0.343476187
52703,Pair_53_326,Network_3_5,26,0.309251742
52704,Pair_54_326,Network_3_5,26,0.331833285
52705,Pair_55_326,Network_3_5,26,0.317424275
52706,Pair_56_326,Network_3_5,26,0.328918956
52707,Pair_57_326,Network_4_5,35,0.271514269
52708,Pair_58_326,Network_4_5,35,0.254252933
52709,Pair_59_326,Network_4_5,35,0.2861785
52710,Pair_60_326,Network_4_5,35,0.250686092
52711,Pair_61_326,Network_9_5,47,0.245101463
52712,Pair_62_326,Network_9_5,47,0.289581092
52713,Pair_63_326,Network_7_5,45,0.28088165
52714,Pair_64_326,Network_9_5,47,0.167627157
52715,Pair_65_326,Network_9_5,47,0.255492964
52716,Pair_66_326,Network_9_5,47,0.230076312
52717,Pair_67_326,Network_9_5,47,0.330466009
52718,Pair_68_326,Network_9_5,47,0.268084341
52719,Pair_69_326,Network_9_5,47,0.303552142
52720,Pair_70_326,Network_9_5,47,0.284646749
52721,Pair_71_326,Network_9_5,47,0.267667029
52722,Pair_72_326,Network_9_5,47,0.289064164
52723,Pair_73_326,Network_7_5,45,0.428035358
52724,Pair_74_326,Network_6_5,44,0.284230982
52725,Pair_75_326,Network_6_5,44,0.266107133
52726,Pair_76_326,Network_9_5,47,0.287578215
52727,Pair_77_326,Network_7_5,45,0.243715917
52728,Pair_78_326,Network_4_5,35,0.362569549
52729,Pair_79_326,Network_6_5,44,0.397833388
52730,Pair_80_326,Network_7_5,45,0.480948584
52731,Pair_81_326,Network_6_5,44,0.360923029
52732,Pair_82_326,Network_7_5,45,0.291479736
52733,Pair_83_326,Network_7_5,45,0.353157485
52734,Pair_84_326,Network_4_5,35,0.293423805
52735,Pair_85_326,Network_7_5,45,0.311095832
52736,Pair_86_326,Network_4_5,35,0.284119574
52737,Pair_87_326,Network_9_5,47,0.327897059
52738,Pair_88_326,Network_9_5,47,0.324797109
52739,Pair_89_326,Network_7_5,45,0.187167891
52740,Pair_90_326,Network_9_5,47,0.286270904
52741,Pair_91_326,Network_7_5,45,0.240790014
52742,Pair_92_326,Network_7_5,45,0.319663817
52743,Pair_93_326,Network_9_5,47,0.33016596
52744,Pair_94_326,Network_9_5,47,0.266735281
52745,Pair_95_326,Network_5_5,43,0.586742536
52746,Pair_96_326,Network_5_5,43,0.398610031
52747,Pair_97_326,Network_7_5,45,0.434320519
52748,Pair_98_326,Network_7_5,45,0.337831035
52749,Pair_99_326,Network_4_5,35,0.256104611
52750,Pair_100_326,Network_3_5,26,0.290972814
52751,Pair_101_326,Network_3_5,26,0.324837422
52752,Pair_102_326,Network_3_5,26,0.30360921
52753,Pair_103_326,Network_8_5,46,0.226856563
52754,Pair_104_326,Network_8_5,46,0.339612338
52755,Pair_105_326,Network_4_5,35,0.301556863
52756,Pair_106_326,Network_4_5,35,0.253111715
52757,Pair_107_326,Network_8_5,46,0.211504179
52758,Pair_108_326,Network_4_5,35,0.241465241
52759,Pair_109_326,Network_4_5,35,0.203686342
52760,Pair_110_326,Network_12_5,50,0.219296192
52761,Pair_111_326,Network_7_5,45,0.235820833
52762,Pair_112_326,Network_12_5,50,0.172551613
52763,Pair_113_326,Network_4_5,35,0.2641671
52764,Pair_114_326,Network_4_5,35,0.244909104
52765,Pair_115_326,Network_3_5,26,0.270878637
52766,Pair_116_326,Network_5_5,43,0.36992195
52767,Pair_117_326,Network_5_5,43,0.507307163
52768,Pair_118_326,Network_9_5,47,0.260559581
52769,Pair_119_326,Network_9_5,47,0.298264621
52770,Pair_120_326,Network_9_5,47,0.241178516
52771,Pair_121_326,Network_1_5,5,0.362528094
52772,Pair_122_326,Network_11_5,49,0.302209224
52773,Pair_123_326,Network_6_5,44,0.260046587
52774,Pair_124_326,Network_8_5,46,0.25904005
52775,Pair_125_326,Network_6_5,44,0.318635061
52776,Pair_126_326,Network_9_5,47,0.365012474
52777,Pair_127_326,Network_5_5,43,0.332519846
52778,Pair_128_326,Network_6_5,44,0.282497107
52779,Pair_129_326,Network_6_5,44,0.283810244
52780,Pair_130_326,Network_9_5,47,0.284753252
52781,Pair_131_326,Network_9_5,47,0.282891489
52782,Pair_132_326,Network_9_5,47,0.270912249
52783,Pair_133_326,Network_7_5,45,0.388152838
52784,Pair_134_326,Network_9_5,47,0.342482749
52785,Pair_135_326,Network_11_5,49,0.342700453
52786,Pair_136_326,Network_5_5,43,0.388392186
52787,Pair_137_326,Network_5_5,43,0.437381552
52788,Pair_138_326,Network_2_5,16,0.421205898
52789,Pair_139_326,Network_6_5,44,0.365148571
52790,Pair_140_326,Network_10_5,48,0.455688424
52791,Pair_141_326,Network_10_5,48,0.509533748
52792,Pair_142_326,Network_1_5,5,0.408845831
52793,Pair_143_326,Network_5_5,43,0.537054065
52794,Pair_144_326,Network_7_5,45,0.474579632
52795,Pair_145_326,Network_7_5,45,0.561781406
52796,Pair_146_326,Network_5_5,43,0.486669239
52797,Pair_147_326,Network_4_5,35,0.3074769
52798,Pair_148_326,Network_4_5,35,0.333475531
52799,Pair_149_326,Network_7_5,45,0.326372432
52800,Pair_150_326,Network_9_5,47,0.40886852
52801,Pair_151_326,Network_9_5,47,0.491913192
52802,Pair_152_326,Network_2_5,16,0.518168858
52803,Pair_153_326,Network_2_5,16,0.421556651
52804,Pair_154_326,Network_2_5,16,0.459970786
52805,Pair_155_326,Network_9_5,47,0.423959412
52806,Pair_156_326,Network_2_5,16,0.513137642
52807,Pair_157_326,Network_2_5,16,0.473599746
52808,Pair_158_326,Network_2_5,16,0.483503064
52809,Pair_159_326,Network_2_5,16,0.556243653
52810,Pair_160_326,Network_2_5,16,0.438913504
52811,Pair_161_326,Network_9_5,47,0.264772086
52812,Pair_162_326,Network_9_5,47,0.390094458
52813,Pair_163_326,Network_2_5,16,0.483979735
52814,Pair_164_326,Network_9_5,47,0.301854667
52815,Pair_165_326,Network_9_5,47,0.280752731
52816,Pair_166_326,Network_12_5,50,0.378502674
52817,Pair_167_326,Network_4_5,35,0.21896219
52818,Pair_168_326,Network_3_5,26,0.278009165
52819,Pair_169_326,Network_4_5,35,0.218522652
52820,Pair_170_326,Network_7_5,45,0.292845584
52821,Pair_171_326,Network_7_5,45,0.250747204
52822,Pair_172_326,Network_6_5,44,0.315860565
52823,Pair_173_326,Network_8_5,46,0.248811749
52824,Pair_174_326,Network_8_5,46,0.29424245
52825,Pair_175_326,Network_8_5,46,0.300992965
52826,Pair_176_326,Network_9_5,47,0.218581804
52827,Pair_177_326,Network_9_5,47,0.338163534
52828,Pair_178_326,Network_4_5,35,0.281962886
52829,Pair_179_326,Network_4_5,35,0.267909491
52830,Pair_180_326,Network_4_5,35,0.26526778
52831,Pair_181_326,Network_1_5,5,0.343222148
52832,Pair_182_326,Network_2_5,16,0.498324367
52833,Pair_183_326,Network_2_5,16,0.405039003
52834,Pair_184_326,Network_2_5,16,0.421239299
52835,Pair_185_326,Network_2_5,16,0.479618716
52836,Pair_186_326,Network_2_5,16,0.471744494
52837,Pair_187_326,Network_2_5,16,0.484935189
52838,Pair_188_326,Network_3_5,26,0.310946684
52839,Pair_189_326,Network_3_5,26,0.346273044
52840,Pair_190_326,Network_4_5,35,0.498106872
52841,Pair_191_326,Network_4_5,35,0.612245363
52842,Pair_192_326,Network_6_5,44,0.494383036
52843,Pair_193_326,Network_2_5,16,0.495875993
52844,Pair_194_326,Network_7_5,45,0.350855801
52845,Pair_195_326,Network_7_5,45,0.489613599
52846,Pair_196_326,Network_2_5,16,0.506715331
52847,Pair_197_326,Network_2_5,16,0.486748392
52848,Pair_198_326,Network_2_5,16,0.473058241
52849,Pair_199_326,Network_2_5,16,0.511466777
52850,Pair_200_326,Network_2_5,16,0.510193313
52851,Pair_201_326,Network_2_5,16,0.500366649
52852,Pair_202_326,Network_2_5,16,0.475670757
52853,Pair_203_326,Network_2_5,16,0.489410147
52854,Pair_204_326,Network_8_5,46,0.281635734
52855,Pair_205_326,Network_4_5,35,0.334721708
52856,Pair_206_326,Network_6_5,44,0.362581481
52857,Pair_207_326,Network_10_5,48,0.500514804
52858,Pair_208_326,Network_10_5,48,0.347040178
52859,Pair_209_326,Network_7_5,45,0.585763544
52860,Pair_210_326,Network_9_5,47,0.358796238
52861,Pair_211_326,Network_9_5,47,0.37880302
52862,Pair_212_326,Network_9_5,47,0.300741953
52863,Pair_213_326,Network_9_5,47,0.291350331
52864,Pair_214_326,Network_9_5,47,0.268893503
52865,Pair_215_326,Network_9_5,47,0.357052038
52866,Pair_216_326,Network_3_5,26,0.359187557
52867,Pair_217_326,Network_4_5,35,0.377774156
52868,Pair_218_326,Network_4_5,35,0.365160739
52869,Pair_219_326,Network_3_5,26,0.361819553
52870,Pair_220_326,Network_3_5,26,0.280486534
52871,Pair_221_326,Network_3_5,26,0.238544114
52872,Pair_222_326,Network_3_5,26,0.534145419
52873,Pair_223_326,Network_4_5,35,0.29420145
52874,Pair_224_326,Network_4_5,35,0.397095472
52875,Pair_225_326,Network_4_5,35,0.516383543
52876,Pair_226_326,Network_5_5,43,0.630910916
52877,Pair_227_326,Network_3_5,26,0.511516906
52878,Pair_228_326,Network_2_5,16,0.573621528
52879,Pair_229_326,Network_2_5,16,0.600537167
52880,Pair_230_326,Network_5_5,43,0.575878054
52881,Pair_231_326,Network_3_5,26,0.320747334
52882,Pair_232_326,Network_3_5,26,0.37648073
52883,Pair_233_326,Network_3_5,26,0.3187445
52884,Pair_234_326,Network_3_5,26,0.406526746
52885,Pair_235_326,Network_3_5,26,0.334506839
52886,Pair_236_326,Network_3_5,26,0.358229626
52887,Pair_237_326,Network_4_5,35,0.267811681
52888,Pair_238_326,Network_7_5,45,0.234244998
52889,Pair_239_326,Network_4_5,35,0.276950661
52890,Pair_240_326,Network_4_5,35,0.313446794
52891,Pair_241_326,Network_9_5,47,0.225303651
52892,Pair_242_326,Network_7_5,45,0.316106561
52893,Pair_243_326,Network_7_5,45,0.313164433
52894,Pair_244_326,Network_9_5,47,0.262046488
52895,Pair_245_326,Network_9_5,47,0.288001196
52896,Pair_246_326,Network_9_5,47,0.266088718
52897,Pair_247_326,Network_9_5,47,0.417695105
52898,Pair_248_326,Network_9_5,47,0.401088598
52899,Pair_249_326,Network_9_5,47,0.325317184
52900,Pair_250_326,Network_9_5,47,0.272442259
52901,Pair_251_326,Network_9_5,47,0.309871708
52902,Pair_252_326,Network_9_5,47,0.302007733
52903,Pair_253_326,Network_7_5,45,0.4940625
52904,Pair_254_326,Network_7_5,45,0.350167908
52905,Pair_255_326,Network_6_5,44,0.330353279
52906,Pair_256_326,Network_9_5,47,0.319760333
52907,Pair_257_326,Network_7_5,45,0.310456924
52908,Pair_258_326,Network_4_5,35,0.397760412
52909,Pair_259_326,Network_6_5,44,0.481619033
52910,Pair_260_326,Network_7_5,45,0.554537909
52911,Pair_261_326,Network_7_5,45,0.468972488
52912,Pair_262_326,Network_4_5,35,0.389141376
52913,Pair_263_326,Network_7_5,45,0.455134289
52914,Pair_264_326,Network_4_5,35,0.344143685
52915,Pair_265_326,Network_7_5,45,0.351851246
52916,Pair_266_326,Network_4_5,35,0.288765279
52917,Pair_267_326,Network_9_5,47,0.313266862
52918,Pair_268_326,Network_9_5,47,0.313596727
52919,Pair_269_326,Network_7_5,45,0.276926335
52920,Pair_270_326,Network_9_5,47,0.2964859
52921,Pair_271_326,Network_7_5,45,0.300626074
52922,Pair_272_326,Network_7_5,45,0.316077778
52923,Pair_273_326,Network_7_5,45,0.312352054
52924,Pair_274_326,Network_9_5,47,0.226314394
52925,Pair_275_326,Network_5_5,43,0.630234181
52926,Pair_276_326,Network_5_5,43,0.461504078
52927,Pair_277_326,Network_7_5,45,0.528988752
52928,Pair_278_326,Network_7_5,45,0.419281001
52929,Pair_279_326,Network_4_5,35,0.274553851
52930,Pair_280_326,Network_3_5,26,0.311456267
52931,Pair_281_326,Network_3_5,26,0.334034999
52932,Pair_282_326,Network_3_5,26,0.30416719
52933,Pair_283_326,Network_8_5,46,0.225252983
52934,Pair_284_326,Network_3_5,26,0.317794804
52935,Pair_285_326,Network_4_5,35,0.311368926
52936,Pair_286_326,Network_4_5,35,0.280051797
52937,Pair_287_326,Network_8_5,46,0.250728041
52938,Pair_288_326,Network_4_5,35,0.24852567
52939,Pair_289_326,Network_4_5,35,0.232930925
52940,Pair_290_326,Network_12_5,50,0.277212034
52941,Pair_291_326,Network_7_5,45,0.233542953
52942,Pair_292_326,Network_12_5,50,0.192861462
52943,Pair_293_326,Network_4_5,35,0.323788775
52944,Pair_294_326,Network_4_5,35,0.243697162
52945,Pair_295_326,Network_3_5,26,0.312470047
52946,Pair_296_326,Network_5_5,43,0.397054709
52947,Pair_297_326,Network_5_5,43,0.582664193
52948,Pair_298_326,Network_9_5,47,0.20465004
52949,Pair_299_326,Network_9_5,47,0.279166974
52950,Pair_300_326,Network_9_5,47,0.193113273
52951,Pair_301_326,Network_1_5,5,0.338772456
52952,Pair_302_326,Network_11_5,49,0.308671876
52953,Pair_303_326,Network_6_5,44,0.25782488
52954,Pair_304_326,Network_8_5,46,0.298527047
52955,Pair_305_326,Network_6_5,44,0.303912911
52956,Pair_306_326,Network_9_5,47,0.404615977
52957,Pair_307_326,Network_5_5,43,0.35380191
52958,Pair_308_326,Network_9_5,47,0.285275162
52959,Pair_309_326,Network_6_5,44,0.287112444
52960,Pair_310_326,Network_9_5,47,0.3261653
52961,Pair_311_326,Network_9_5,47,0.277347237
52962,Pair_312_326,Network_9_5,47,0.264120715
52963,Pair_313_326,Network_7_5,45,0.499379321
52964,Pair_314_326,Network_9_5,47,0.328595139
52965,Pair_315_326,Network_11_5,49,0.379427306
52966,Pair_316_326,Network_5_5,43,0.443217406
52967,Pair_317_326,Network_5_5,43,0.475627237
52968,Pair_318_326,Network_2_5,16,0.455565797
52969,Pair_319_326,Network_6_5,44,0.343521315
52970,Pair_320_326,Network_10_5,48,0.392880262
52971,Pair_321_326,Network_10_5,48,0.504663229
52972,Pair_322_326,Network_1_5,5,0.423437077
52973,Pair_323_326,Network_5_5,43,0.490836343
52974,Pair_324_326,Network_7_5,45,0.516302264
52975,Pair_325_326,Network_7_5,45,0.588033199
52976,Pair_1_327,Network_1_4,4,0.250838515
52977,Pair_2_327,Network_2_4,15,0.435747871
52978,Pair_3_327,Network_2_4,15,0.328445444
52979,Pair_4_327,Network_2_4,15,0.257733499
52980,Pair_5_327,Network_2_4,15,0.272676607
52981,Pair_6_327,Network_2_4,15,0.279312595
52982,Pair_7_327,Network_2_4,15,0.315039847
52983,Pair_8_327,Network_3_4,25,0.457265852
52984,Pair_9_327,Network_3_4,25,0.466745575
52985,Pair_10_327,Network_4_4,34,0.601843062
52986,Pair_11_327,Network_5_4,35,0.638666117
52987,Pair_12_327,Network_6_4,36,0.57070092
52988,Pair_13_327,Network_2_4,15,0.281341243
52989,Pair_14_327,Network_7_4,37,0.390920511
52990,Pair_15_327,Network_7_4,37,0.484802647
52991,Pair_16_327,Network_2_4,15,0.291966813
52992,Pair_17_327,Network_2_4,15,0.355363577
52993,Pair_18_327,Network_2_4,15,0.328690592
52994,Pair_19_327,Network_2_4,15,0.242650732
52995,Pair_20_327,Network_2_4,15,0.261057647
52996,Pair_21_327,Network_2_4,15,0.306116377
52997,Pair_22_327,Network_2_4,15,0.274166937
52998,Pair_23_327,Network_2_4,15,0.488730626
52999,Pair_24_327,Network_8_4,38,0.461975418
53000,Pair_25_327,Network_6_4,36,0.654664236
53001,Pair_26_327,Network_6_4,36,0.3657649
53002,Pair_27_327,Network_10_4,40,0.600877335
53003,Pair_28_327,Network_6_4,36,0.623317432
53004,Pair_29_327,Network_7_4,37,0.519938702
53005,Pair_30_327,Network_9_4,39,0.410058631
53006,Pair_31_327,Network_9_4,39,0.354159617
53007,Pair_32_327,Network_9_4,39,0.463317508
53008,Pair_33_327,Network_9_4,39,0.2943265
53009,Pair_34_327,Network_9_4,39,0.355646097
53010,Pair_35_327,Network_9_4,39,0.362203767
53011,Pair_36_327,Network_3_4,25,0.506064415
53012,Pair_37_327,Network_4_4,34,0.51645048
53013,Pair_38_327,Network_4_4,34,0.444540751
53014,Pair_39_327,Network_3_4,25,0.464487826
53015,Pair_40_327,Network_3_4,25,0.437953004
53016,Pair_41_327,Network_3_4,25,0.449015224
53017,Pair_42_327,Network_3_4,25,0.405091435
53018,Pair_43_327,Network_4_4,34,0.554882997
53019,Pair_44_327,Network_4_4,34,0.62751984
53020,Pair_45_327,Network_4_4,34,0.494578634
53021,Pair_46_327,Network_5_4,35,0.422100426
53022,Pair_47_327,Network_3_4,25,0.488163105
53023,Pair_48_327,Network_2_4,15,0.456575439
53024,Pair_49_327,Network_2_4,15,0.411453127
53025,Pair_50_327,Network_5_4,35,0.40893725
53026,Pair_51_327,Network_3_4,25,0.474233624
53027,Pair_52_327,Network_3_4,25,0.428935515
53028,Pair_53_327,Network_3_4,25,0.467273124
53029,Pair_54_327,Network_3_4,25,0.436737111
53030,Pair_55_327,Network_3_4,25,0.496936474
53031,Pair_56_327,Network_3_4,25,0.546301932
53032,Pair_57_327,Network_4_4,34,0.538145998
53033,Pair_58_327,Network_4_4,34,0.519755326
53034,Pair_59_327,Network_4_4,34,0.495158462
53035,Pair_60_327,Network_4_4,34,0.557965049
53036,Pair_61_327,Network_9_4,39,0.313954813
53037,Pair_62_327,Network_9_4,39,0.464278535
53038,Pair_63_327,Network_7_4,37,0.461619799
53039,Pair_64_327,Network_9_4,39,0.329919015
53040,Pair_65_327,Network_9_4,39,0.312911293
53041,Pair_66_327,Network_9_4,39,0.36660816
53042,Pair_67_327,Network_9_4,39,0.490204803
53043,Pair_68_327,Network_9_4,39,0.450998601
53044,Pair_69_327,Network_9_4,39,0.368501235
53045,Pair_70_327,Network_9_4,39,0.337299113
53046,Pair_71_327,Network_9_4,39,0.44451341
53047,Pair_72_327,Network_9_4,39,0.321175809
53048,Pair_73_327,Network_7_4,37,0.516106598
53049,Pair_74_327,Network_6_4,36,0.608769627
53050,Pair_75_327,Network_6_4,36,0.448093836
53051,Pair_76_327,Network_9_4,39,0.405007588
53052,Pair_77_327,Network_7_4,37,0.384054699
53053,Pair_78_327,Network_4_4,34,0.567498281
53054,Pair_79_327,Network_6_4,36,0.482726273
53055,Pair_80_327,Network_7_4,37,0.550411285
53056,Pair_81_327,Network_6_4,36,0.499898836
53057,Pair_82_327,Network_7_4,37,0.480615363
53058,Pair_83_327,Network_7_4,37,0.612172366
53059,Pair_84_327,Network_4_4,34,0.625511418
53060,Pair_85_327,Network_7_4,37,0.55421662
53061,Pair_86_327,Network_4_4,34,0.569563886
53062,Pair_87_327,Network_9_4,39,0.565098251
53063,Pair_88_327,Network_9_4,39,0.272977945
53064,Pair_89_327,Network_7_4,37,0.326255952
53065,Pair_90_327,Network_9_4,39,0.327289057
53066,Pair_91_327,Network_7_4,37,0.467765207
53067,Pair_92_327,Network_7_4,37,0.329487376
53068,Pair_93_327,Network_9_4,39,0.447411074
53069,Pair_94_327,Network_9_4,39,0.271101108
53070,Pair_95_327,Network_5_4,35,0.478305362
53071,Pair_96_327,Network_5_4,35,0.475008706
53072,Pair_97_327,Network_7_4,37,0.595005469
53073,Pair_98_327,Network_7_4,37,0.447498186
53074,Pair_99_327,Network_4_4,34,0.546158725
53075,Pair_100_327,Network_3_4,25,0.569463116
53076,Pair_101_327,Network_3_4,25,0.532216037
53077,Pair_102_327,Network_3_4,25,0.477433483
53078,Pair_103_327,Network_8_4,38,0.437787151
53079,Pair_104_327,Network_8_4,38,0.505709045
53080,Pair_105_327,Network_4_4,34,0.543670779
53081,Pair_106_327,Network_4_4,34,0.463542445
53082,Pair_107_327,Network_8_4,38,0.409974558
53083,Pair_108_327,Network_4_4,34,0.455403166
53084,Pair_109_327,Network_4_4,34,0.382224364
53085,Pair_110_327,Network_12_4,42,0.419228316
53086,Pair_111_327,Network_7_4,37,0.378766042
53087,Pair_112_327,Network_12_4,42,0.307406047
53088,Pair_113_327,Network_4_4,34,0.573251932
